flight_id,view,method,regime,gamma,route,episode,seed,simulated_status,hardware_eligibility,flight_reference,flight_reference_sha256,source_archive,source_archive_sha256,source_group,source_row,checkpoint_sha256,config_sha256
0814_cfmmppi_performance_e0_s314159,paper-ready-cfmmppi,CFM-MPPI,performance,0.1,,0,314159,COLLISION,SIMULATION_ONLY_KNOWN_COLLISION,flight_references/cfmmppi/performance/gamma_0p1_e0_seed_314159_100hz.npz,091fbc7edb85773d5136553782bb96743c0121d9d593d78e391d75cf2aa29b55,trajectories/paper_ready_bowling_handoff.pt,428115777e7185676a24df8686f58f1a5acd04edadfc76bc97f23d76e94fa2be,paper-ready-cfmmppi,8,76b10a69b6f26d65533d4e617ccbf6fb77a2178ac030244c5a745c11a4d0a3c0,baf3a8f3398cba147696ee783957b865968186e905279d1300a87477459792fc
0814_cfmmppi_performance_e1_s314196,paper-ready-cfmmppi,CFM-MPPI,performance,0.1,,1,314196,COLLISION,SIMULATION_ONLY_KNOWN_COLLISION,flight_references/cfmmppi/performance/gamma_0p1_e1_seed_314196_100hz.npz,efdd928e40d1e56ca97c46f531bdfa6d6e23be472cac2a652d7ad4dd477554fb,trajectories/paper_ready_bowling_handoff.pt,428115777e7185676a24df8686f58f1a5acd04edadfc76bc97f23d76e94fa2be,paper-ready-cfmmppi,9,76b10a69b6f26d65533d4e617ccbf6fb77a2178ac030244c5a745c11a4d0a3c0,baf3a8f3398cba147696ee783957b865968186e905279d1300a87477459792fc
0814_cfmmppi_performance_e2_s314233,paper-ready-cfmmppi,CFM-MPPI,performance,0.1,,2,314233,COLLISION,SIMULATION_ONLY_KNOWN_COLLISION,flight_references/cfmmppi/performance/gamma_0p1_e2_seed_314233_100hz.npz,7c917ede5a11f9455653f2dd2169cead7e90c2b0345767c128b226a80d99fef7,trajectories/paper_ready_bowling_handoff.pt,428115777e7185676a24df8686f58f1a5acd04edadfc76bc97f23d76e94fa2be,paper-ready-cfmmppi,10,76b10a69b6f26d65533d4e617ccbf6fb77a2178ac030244c5a745c11a4d0a3c0,baf3a8f3398cba147696ee783957b865968186e905279d1300a87477459792fc
0814_cfmmppi_performance_e3_s314270,paper-ready-cfmmppi,CFM-MPPI,performance,0.1,,3,314270,COLLISION,SIMULATION_ONLY_KNOWN_COLLISION,flight_references/cfmmppi/performance/gamma_0p1_e3_seed_314270_100hz.npz,705e9825293a2f694016a226ba6e77ba2f25ed14bade178cb9ae5689f5726cd2,trajectories/paper_ready_bowling_handoff.pt,428115777e7185676a24df8686f58f1a5acd04edadfc76bc97f23d76e94fa2be,paper-ready-cfmmppi,11,76b10a69b6f26d65533d4e617ccbf6fb77a2178ac030244c5a745c11a4d0a3c0,baf3a8f3398cba147696ee783957b865968186e905279d1300a87477459792fc
0814_cfmmppi_performance_e4_s314307,paper-ready-cfmmppi,CFM-MPPI,performance,0.1,,4,314307,COLLISION,SIMULATION_ONLY_KNOWN_COLLISION,flight_references/cfmmppi/performance/gamma_0p1_e4_seed_314307_100hz.npz,ed19a932ee7b967ecf93da2c1c831b90728c609606a05f20f0b65bd5427a5fbf,trajectories/paper_ready_bowling_handoff.pt,428115777e7185676a24df8686f58f1a5acd04edadfc76bc97f23d76e94fa2be,paper-ready-cfmmppi,12,76b10a69b6f26d65533d4e617ccbf6fb77a2178ac030244c5a745c11a4d0a3c0,baf3a8f3398cba147696ee783957b865968186e905279d1300a87477459792fc
0814_cfmmppi_performance_e5_s314344,paper-ready-cfmmppi,CFM-MPPI,performance,0.1,,5,314344,COLLISION,SIMULATION_ONLY_KNOWN_COLLISION,flight_references/cfmmppi/performance/gamma_0p1_e5_seed_314344_100hz.npz,09f00a4d68d176ce9700f949a1f34f6e788f50d0a9ebc33e5b4bd0358c22105a,trajectories/paper_ready_bowling_handoff.pt,428115777e7185676a24df8686f58f1a5acd04edadfc76bc97f23d76e94fa2be,paper-ready-cfmmppi,13,76b10a69b6f26d65533d4e617ccbf6fb77a2178ac030244c5a745c11a4d0a3c0,baf3a8f3398cba147696ee783957b865968186e905279d1300a87477459792fc
0814_cfmmppi_performance_e6_s314381,paper-ready-cfmmppi,CFM-MPPI,performance,0.1,,6,314381,COLLISION,SIMULATION_ONLY_KNOWN_COLLISION,flight_references/cfmmppi/performance/gamma_0p1_e6_seed_314381_100hz.npz,bd8c01fc5ec9fedfe261852709e462d225f33dbd11efef6cfeeee395272a90ea,trajectories/paper_ready_bowling_handoff.pt,428115777e7185676a24df8686f58f1a5acd04edadfc76bc97f23d76e94fa2be,paper-ready-cfmmppi,14,76b10a69b6f26d65533d4e617ccbf6fb77a2178ac030244c5a745c11a4d0a3c0,baf3a8f3398cba147696ee783957b865968186e905279d1300a87477459792fc
0814_cfmmppi_performance_e7_s314418,paper-ready-cfmmppi,CFM-MPPI,performance,0.1,,7,314418,COLLISION,SIMULATION_ONLY_KNOWN_COLLISION,flight_references/cfmmppi/performance/gamma_0p1_e7_seed_314418_100hz.npz,4a97d78e3901df985bb772262773551a0e3c0c85012a023930bd59dc0f8902e2,trajectories/paper_ready_bowling_handoff.pt,428115777e7185676a24df8686f58f1a5acd04edadfc76bc97f23d76e94fa2be,paper-ready-cfmmppi,15,76b10a69b6f26d65533d4e617ccbf6fb77a2178ac030244c5a745c11a4d0a3c0,baf3a8f3398cba147696ee783957b865968186e905279d1300a87477459792fc
0814_cfmmppi_safety_e0_s314159,paper-ready-cfmmppi,CFM-MPPI,safety,0.1,LRL,0,314159,SUCCESS,REQUIRES_OPERATOR_AND_HARDWARE_SAFETY_APPROVAL,flight_references/cfmmppi/safety/gamma_0p1_e0_seed_314159_100hz.npz,fea74fd8221e9b88eb14d3b29277bcfcdbf8d5a96a3d7ce8357b46160a889ea5,trajectories/paper_ready_bowling_handoff.pt,428115777e7185676a24df8686f58f1a5acd04edadfc76bc97f23d76e94fa2be,paper-ready-cfmmppi,16,76b10a69b6f26d65533d4e617ccbf6fb77a2178ac030244c5a745c11a4d0a3c0,baf3a8f3398cba147696ee783957b865968186e905279d1300a87477459792fc
0814_cfmmppi_safety_e1_s314196,paper-ready-cfmmppi,CFM-MPPI,safety,0.1,LRL,1,314196,SUCCESS,REQUIRES_OPERATOR_AND_HARDWARE_SAFETY_APPROVAL,flight_references/cfmmppi/safety/gamma_0p1_e1_seed_314196_100hz.npz,346ff665f1c6f97f74df5e254e3ef234199c6cdeb6e345e5349aaa251bad5ae8,trajectories/paper_ready_bowling_handoff.pt,428115777e7185676a24df8686f58f1a5acd04edadfc76bc97f23d76e94fa2be,paper-ready-cfmmppi,17,76b10a69b6f26d65533d4e617ccbf6fb77a2178ac030244c5a745c11a4d0a3c0,baf3a8f3398cba147696ee783957b865968186e905279d1300a87477459792fc
0814_cfmmppi_safety_e2_s314233,paper-ready-cfmmppi,CFM-MPPI,safety,0.1,LRL,2,314233,SUCCESS,REQUIRES_OPERATOR_AND_HARDWARE_SAFETY_APPROVAL,flight_references/cfmmppi/safety/gamma_0p1_e2_seed_314233_100hz.npz,74d376125cbc091b3b6f0b247da6ec8ff68a6ca304e55471d8dd8145aa80b3b0,trajectories/paper_ready_bowling_handoff.pt,428115777e7185676a24df8686f58f1a5acd04edadfc76bc97f23d76e94fa2be,paper-ready-cfmmppi,18,76b10a69b6f26d65533d4e617ccbf6fb77a2178ac030244c5a745c11a4d0a3c0,baf3a8f3398cba147696ee783957b865968186e905279d1300a87477459792fc
0814_cfmmppi_safety_e3_s314270,paper-ready-cfmmppi,CFM-MPPI,safety,0.1,LLR,3,314270,SUCCESS,REQUIRES_OPERATOR_AND_HARDWARE_SAFETY_APPROVAL,flight_references/cfmmppi/safety/gamma_0p1_e3_seed_314270_100hz.npz,c03db466a4433ff1ac09936af06aaa82c93b5b72c723247b1acebabc12acc35d,trajectories/paper_ready_bowling_handoff.pt,428115777e7185676a24df8686f58f1a5acd04edadfc76bc97f23d76e94fa2be,paper-ready-cfmmppi,19,76b10a69b6f26d65533d4e617ccbf6fb77a2178ac030244c5a745c11a4d0a3c0,baf3a8f3398cba147696ee783957b865968186e905279d1300a87477459792fc
0814_cfmmppi_safety_e4_s314307,paper-ready-cfmmppi,CFM-MPPI,safety,0.1,,4,314307,COLLISION,SIMULATION_ONLY_KNOWN_COLLISION,flight_references/cfmmppi/safety/gamma_0p1_e4_seed_314307_100hz.npz,ca032faf9dc2dbc8cd094639f8a536e664aadf19ae25885e5964209d41955150,trajectories/paper_ready_bowling_handoff.pt,428115777e7185676a24df8686f58f1a5acd04edadfc76bc97f23d76e94fa2be,paper-ready-cfmmppi,20,76b10a69b6f26d65533d4e617ccbf6fb77a2178ac030244c5a745c11a4d0a3c0,baf3a8f3398cba147696ee783957b865968186e905279d1300a87477459792fc
0814_cfmmppi_safety_e5_s314344,paper-ready-cfmmppi,CFM-MPPI,safety,0.1,,5,314344,COLLISION,SIMULATION_ONLY_KNOWN_COLLISION,flight_references/cfmmppi/safety/gamma_0p1_e5_seed_314344_100hz.npz,7867e453368e705cafd7853ab65f170dfa90817d4e7eb5569ae1b8565331d8a2,trajectories/paper_ready_bowling_handoff.pt,428115777e7185676a24df8686f58f1a5acd04edadfc76bc97f23d76e94fa2be,paper-ready-cfmmppi,21,76b10a69b6f26d65533d4e617ccbf6fb77a2178ac030244c5a745c11a4d0a3c0,baf3a8f3398cba147696ee783957b865968186e905279d1300a87477459792fc
0814_cfmmppi_safety_e6_s314381,paper-ready-cfmmppi,CFM-MPPI,safety,0.1,,6,314381,COLLISION,SIMULATION_ONLY_KNOWN_COLLISION,flight_references/cfmmppi/safety/gamma_0p1_e6_seed_314381_100hz.npz,1ca8952fec8011b8cad1b34a435160f312a98718044accd1571a1ebea914c1d4,trajectories/paper_ready_bowling_handoff.pt,428115777e7185676a24df8686f58f1a5acd04edadfc76bc97f23d76e94fa2be,paper-ready-cfmmppi,22,76b10a69b6f26d65533d4e617ccbf6fb77a2178ac030244c5a745c11a4d0a3c0,baf3a8f3398cba147696ee783957b865968186e905279d1300a87477459792fc
0814_cfmmppi_safety_e7_s314418,paper-ready-cfmmppi,CFM-MPPI,safety,0.1,LRL,7,314418,SUCCESS,REQUIRES_OPERATOR_AND_HARDWARE_SAFETY_APPROVAL,flight_references/cfmmppi/safety/gamma_0p1_e7_seed_314418_100hz.npz,5008c48e48d1b70d23f59d48edde85d87ff7dff976b350ece3d5730f59725117,trajectories/paper_ready_bowling_handoff.pt,428115777e7185676a24df8686f58f1a5acd04edadfc76bc97f23d76e94fa2be,paper-ready-cfmmppi,23,76b10a69b6f26d65533d4e617ccbf6fb77a2178ac030244c5a745c11a4d0a3c0,baf3a8f3398cba147696ee783957b865968186e905279d1300a87477459792fc
0814_safemppi_default_e832_s245332,paper-ready-safemppi,SafeMPPI,,0.1,LLL,832,245332,SUCCESS,REQUIRES_OPERATOR_AND_HARDWARE_SAFETY_APPROVAL,flight_references/safemppi/gamma_0p1_e832_seed_245332_100hz.npz,e3bfc6749c2027b36334a22ec6edcab77d29b52e0d2d4869151e76293de6f198,trajectories/paper_ready_bowling_handoff.pt,428115777e7185676a24df8686f58f1a5acd04edadfc76bc97f23d76e94fa2be,paper-ready-safemppi,0,NOT_APPLICABLE_SAFEMPPI,baf3a8f3398cba147696ee783957b865968186e905279d1300a87477459792fc
0814_safemppi_default_e628_s245128,paper-ready-safemppi,SafeMPPI,,0.1,LLR,628,245128,SUCCESS,REQUIRES_OPERATOR_AND_HARDWARE_SAFETY_APPROVAL,flight_references/safemppi/gamma_0p1_e628_seed_245128_100hz.npz,aaf2e7bb87f3a6e251ad58fb212f886f41fa2a9c84652253073541623cc53f83,trajectories/paper_ready_bowling_handoff.pt,428115777e7185676a24df8686f58f1a5acd04edadfc76bc97f23d76e94fa2be,paper-ready-safemppi,1,NOT_APPLICABLE_SAFEMPPI,baf3a8f3398cba147696ee783957b865968186e905279d1300a87477459792fc
0814_safemppi_default_e18_s240018,paper-ready-safemppi,SafeMPPI,,0.1,RRL,18,240018,SUCCESS,REQUIRES_OPERATOR_AND_HARDWARE_SAFETY_APPROVAL,flight_references/safemppi/gamma_0p1_e18_seed_240018_100hz.npz,67b78c39b1f706cf8a202e4ef5ed652ab36eb7b978afc37a7ae6a71bfb0467a8,trajectories/paper_ready_bowling_handoff.pt,428115777e7185676a24df8686f58f1a5acd04edadfc76bc97f23d76e94fa2be,paper-ready-safemppi,2,NOT_APPLICABLE_SAFEMPPI,baf3a8f3398cba147696ee783957b865968186e905279d1300a87477459792fc
0814_safemppi_default_e1623_s246523,paper-ready-safemppi,SafeMPPI,,0.1,RRR,1623,246523,SUCCESS,REQUIRES_OPERATOR_AND_HARDWARE_SAFETY_APPROVAL,flight_references/safemppi/gamma_0p1_e1623_seed_246523_100hz.npz,04bb9dc8fb734722205bc17e2a2b546b9af690f61268d5e58bb23de890a985d9,trajectories/paper_ready_bowling_handoff.pt,428115777e7185676a24df8686f58f1a5acd04edadfc76bc97f23d76e94fa2be,paper-ready-safemppi,3,NOT_APPLICABLE_SAFEMPPI,baf3a8f3398cba147696ee783957b865968186e905279d1300a87477459792fc
0814_safemppi_default_e1622_s246522,paper-ready-safemppi,SafeMPPI,,0.1,LLL,1622,246522,SUCCESS,REQUIRES_OPERATOR_AND_HARDWARE_SAFETY_APPROVAL,flight_references/safemppi/gamma_0p1_e1622_seed_246522_100hz.npz,f4ffe890aacf221a6f7174870c66b619c8e6d585f70f15726a672d73389bb2d7,trajectories/paper_ready_bowling_handoff.pt,428115777e7185676a24df8686f58f1a5acd04edadfc76bc97f23d76e94fa2be,paper-ready-safemppi,4,NOT_APPLICABLE_SAFEMPPI,baf3a8f3398cba147696ee783957b865968186e905279d1300a87477459792fc
0814_safemppi_default_e1349_s246249,paper-ready-safemppi,SafeMPPI,,0.1,LLR,1349,246249,SUCCESS,REQUIRES_OPERATOR_AND_HARDWARE_SAFETY_APPROVAL,flight_references/safemppi/gamma_0p1_e1349_seed_246249_100hz.npz,d865b8acf0975956f08d7d2e543c1f28b1fadb0a7daadb5d517f290219d9fe9f,trajectories/paper_ready_bowling_handoff.pt,428115777e7185676a24df8686f58f1a5acd04edadfc76bc97f23d76e94fa2be,paper-ready-safemppi,5,NOT_APPLICABLE_SAFEMPPI,baf3a8f3398cba147696ee783957b865968186e905279d1300a87477459792fc
0814_safemppi_default_e1416_s246316,paper-ready-safemppi,SafeMPPI,,0.1,RRL,1416,246316,SUCCESS,REQUIRES_OPERATOR_AND_HARDWARE_SAFETY_APPROVAL,flight_references/safemppi/gamma_0p1_e1416_seed_246316_100hz.npz,eb9ba2b125cd883c3a5092566a3e2923ebfaef1b7940305e87137fdca18d2621,trajectories/paper_ready_bowling_handoff.pt,428115777e7185676a24df8686f58f1a5acd04edadfc76bc97f23d76e94fa2be,paper-ready-safemppi,6,NOT_APPLICABLE_SAFEMPPI,baf3a8f3398cba147696ee783957b865968186e905279d1300a87477459792fc
0814_safemppi_default_e1055_s245555,paper-ready-safemppi,SafeMPPI,,0.1,RRR,1055,245555,SUCCESS,REQUIRES_OPERATOR_AND_HARDWARE_SAFETY_APPROVAL,flight_references/safemppi/gamma_0p1_e1055_seed_245555_100hz.npz,1a1643a13ed8a5cc7b36c6c03b85cda9d2d2524b2257adc954f31a63557e86ca,trajectories/paper_ready_bowling_handoff.pt,428115777e7185676a24df8686f58f1a5acd04edadfc76bc97f23d76e94fa2be,paper-ready-safemppi,7,NOT_APPLICABLE_SAFEMPPI,baf3a8f3398cba147696ee783957b865968186e905279d1300a87477459792fc
