gamma,episodes,SR,CR,taskspace_violation_rate,avg_min_clearance_m,avg_time_to_goal_s,avg_plan_time_ms
0.1,10,1.0,0.0,0.0,0.2196488424847919,5.52,14.725333725910748
0.3,10,1.0,0.0,0.0,0.11557145193393818,5.12,13.713318812089492
0.5,10,1.0,0.0,0.0,0.11866131305535796,5.630000000000001,13.532759135267733
1.0,10,1.0,0.0,0.0,0.10590342597480636,6.0,13.250478247505551
