gamma,seed,file,reference_success,reference_reached,reference_collision,reference_taskspace_violation,plant_success,plant_reached,plant_collision,plant_taskspace_violation,plant_true_soft_geofence_violation,plant_measured_soft_geofence_violation,plant_true_hard_geofence_violation,plant_measured_hard_geofence_violation,raw_action_cap_fraction,reference_speed_cap_fraction,reference_vertical_speed_cap_fraction,applied_action_cap_fraction,clearance_erosion_m,reference_min_clearance_m,plant_min_clearance_m,minimum_true_soft_geofence_margin_m,minimum_measured_soft_geofence_margin_m,minimum_true_hard_geofence_margin_m,minimum_measured_hard_geofence_margin_m,raw_reference_tracking_rmse_m,raw_reference_tracking_max_error_m,command_tracking_rmse_m,command_tracking_max_error_m,reference_command_rmse_m,command_clip_fraction,current_state_position_weight,peak_reference_speed_mps,peak_plant_speed_mps,peak_abs_plant_vertical_speed_mps,max_abs_applied_acceleration_mps2,time_to_goal_s
0.1,15,run_g0.1_s15.npz,True,True,False,False,True,True,False,False,False,False,False,False,0.7976190476190477,0.1880952380952381,0.0,0.0,0.09173755325758692,0.12885587533900777,0.03711832208142085,0.07081491351127622,0.06658802032470701,0.22081491351127625,0.21658802032470703,0.14674131572246552,0.3188827633857727,0.14674131572246552,0.3188827633857727,0.0,0.0,0.0,0.7000031471252441,0.8569039106369019,0.24428696930408478,0.2988229990005493,8.919143445061065
0.1,16,run_g0.1_s16.npz,True,True,False,False,True,True,False,False,False,False,False,False,0.7317073170731707,0.1902439024390244,0.0,0.0,0.07508634518118684,0.14357673272940652,0.06849038754821968,0.045380806922912575,0.0422853887081146,0.1953808069229126,0.19228538870811462,0.1391623318195343,0.259978711605072,0.1391623318195343,0.259978711605072,0.0,0.0,0.0,0.700003981590271,0.8731313347816467,0.21060487627983093,0.2998616695404053,8.77242313931359
0.1,17,run_g0.1_s17.npz,True,True,False,False,True,True,False,False,False,False,False,False,0.8311688311688312,0.14415584415584415,0.0,0.0,0.07770835586698,0.2308216677526881,0.1531133118857081,0.09710884690284727,0.09495813250541685,0.2471088469028473,0.24495813250541687,0.17707547545433044,0.333759605884552,0.17707547545433044,0.333759605884552,0.0,0.0,0.0,0.7000023722648621,0.8442263603210449,0.21395935118198395,0.2999599874019623,8.0772079076101
0.1,19,run_g0.1_s19.npz,True,True,False,False,True,True,False,False,False,False,False,False,0.8026315789473685,0.15789473684210525,0.0,0.0,0.09809300721259251,0.17036638612581834,0.07227337891322583,0.10317949056625364,0.1017275810241699,0.25317949056625366,0.2517275810241699,0.1775558441877365,0.27314117550849915,0.1775558441877365,0.27314117550849915,0.0,0.0,0.0,0.7000077366828918,0.7892476320266724,0.20645490288734436,0.2999691963195801,7.989354473965732
0.1,20,run_g0.1_s20.npz,True,True,False,False,True,True,False,False,False,False,False,False,0.8271604938271605,0.1382716049382716,0.0,0.0,0.11906116741068062,0.16752216532882358,0.048460997918142956,0.1649237036705017,0.16443625688552854,0.3149237036705017,0.31443625688552856,0.16112960875034332,0.3346076011657715,0.16112960875034332,0.3346076011657715,0.0,0.0,0.0,0.700006902217865,0.8510146737098694,0.26962316036224365,0.29996150732040405,8.407760345210086
0.1,22,run_g0.1_s22.npz,True,True,False,False,True,True,False,False,False,False,False,False,0.9367088607594937,0.14936708860759493,0.0,0.0,0.11170730318348271,0.1608640186593171,0.04915671547583439,0.11180732250213621,0.10877684354782102,0.26180732250213623,0.25877684354782104,0.16925038397312164,0.2773192226886749,0.16925038397312164,0.2773192226886749,0.0,0.0,0.0,0.700005829334259,0.799016535282135,0.15732261538505554,0.29996955394744873,8.295366591364022
0.1,23,run_g0.1_s23.npz,True,True,False,False,True,True,False,False,False,False,False,False,0.6875,0.18,0.0,0.0,0.10072740118480539,0.17762548174197323,0.07689808055716785,0.060986554622650124,0.05898175239562986,0.21098655462265015,0.20898175239562988,0.15944118797779083,0.3487532436847687,0.15944118797779083,0.3487532436847687,0.0,0.0,0.0,0.7000030279159546,0.8746214509010315,0.2403673380613327,0.299701988697052,8.416919788779376
0.1,30,run_g0.1_s30.npz,True,True,False,False,True,True,False,False,False,False,False,False,0.8333333333333334,0.19166666666666668,0.0,0.0,0.12292330319519418,0.14241130750891606,0.019488004313721885,0.058010554313659646,0.05594167709350584,0.20801055431365967,0.20594167709350586,0.1572042852640152,0.286487340927124,0.1572042852640152,0.286487340927124,0.0,0.0,0.0,0.7000049948692322,0.8448007106781006,0.2664808928966522,0.29991066455841064,8.838122223942735
0.1,31,run_g0.1_s31.npz,True,True,False,False,True,True,False,False,False,False,False,False,0.8536585365853658,0.21097560975609755,0.0,0.0,0.06355487542062882,0.11144436027701926,0.04788948485639044,0.0816700220108032,0.07979328036308286,0.23167002201080322,0.22979328036308289,0.15130791068077087,0.27782073616981506,0.15130791068077087,0.27782073616981506,0.0,0.0,0.0,0.700005292892456,0.8976849913597107,0.2060421109199524,0.29985934495925903,8.77859692241602
0.1,32,run_g0.1_s32.npz,True,True,False,False,True,True,False,False,False,False,False,False,0.7894736842105263,0.17763157894736842,0.0,0.0,0.08034374060700478,0.236156735851609,0.15581299524460424,0.08171275854110716,0.08034048080444334,0.23171275854110718,0.23034048080444336,0.16673289239406586,0.26751387119293213,0.16673289239406586,0.26751387119293213,0.0,0.0,0.0,0.7000036239624023,0.7706820964813232,0.17233243584632874,0.2983333468437195,7.939849370934577
0.1,35,run_g0.1_s35.npz,True,True,False,False,True,True,False,False,False,False,False,False,0.8795180722891566,0.1578313253012048,0.0,0.0,0.05005724233648762,0.12839326872503176,0.07833602638854414,0.047936534881591775,0.04530329108238218,0.1979365348815918,0.1953032910823822,0.14774076640605927,0.28329282999038696,0.14774076640605927,0.28329282999038696,0.0,0.0,0.0,0.7000028491020203,0.8595227003097534,0.18938177824020386,0.2999492585659027,8.769755392319642
0.1,37,run_g0.1_s37.npz,True,True,False,False,True,True,False,False,False,False,False,False,0.7733333333333333,0.15733333333333333,0.0,0.0,0.09198976387223368,0.24520815617393044,0.15321839230169676,0.07864836454391477,0.0776044189929962,0.2286483645439148,0.22760441899299622,0.16506589949131012,0.2670512795448303,0.16506589949131012,0.2670512795448303,0.0,0.0,0.0,0.7000027298927307,0.760237455368042,0.2151942402124405,0.2999340891838074,7.907571745713561
0.1,39,run_g0.1_s39.npz,True,True,False,False,True,True,False,False,False,False,False,False,0.7738095238095238,0.1261904761904762,0.0,0.0,0.047536605459587766,0.11657685884969915,0.06904025339011138,0.08637536168098447,0.08327735066413877,0.2363753616809845,0.2332773506641388,0.14706407487392426,0.2989785671234131,0.14706407487392426,0.2989785671234131,0.0,0.0,0.0,0.7000042796134949,0.8768116235733032,0.22609387338161469,0.2999144196510315,8.8928897649947
0.1,41,run_g0.1_s41.npz,True,True,False,False,True,True,False,False,False,False,False,False,0.8554216867469879,0.18433734939759036,0.0,0.0,0.04772049753967794,0.11626103625737144,0.0685405387176935,0.11749294996261594,0.11527208089828489,0.26749294996261597,0.2652720808982849,0.1538068801164627,0.30086761713027954,0.1538068801164627,0.30086761713027954,0.0,0.0,0.0,0.7000059485435486,0.8576689958572388,0.17813092470169067,0.2999637722969055,8.674086558505305
