group,method,regime,gamma,episode,seed,status,route,source,row
legacy-pre2,PRE2,,0.5,49,93813,SUCCESS,LLL,trajectories/legacy_pre2_s4_site_rows.json,42
legacy-pre2,PRE2,,1.0,1,92037,SUCCESS,LLL,trajectories/legacy_pre2_s4_site_rows.json,43
legacy-pre2,PRE2,,1.0,6,92222,SUCCESS,LLR,trajectories/legacy_pre2_s4_site_rows.json,44
legacy-pre2,PRE2,,1.0,18,92666,SUCCESS,LLL,trajectories/legacy_pre2_s4_site_rows.json,45
legacy-pre2,PRE2,,1.0,20,92740,SUCCESS,LLL,trajectories/legacy_pre2_s4_site_rows.json,46
legacy-pre2,PRE2,,1.0,22,92814,SUCCESS,LLR,trajectories/legacy_pre2_s4_site_rows.json,47
legacy-pre2,PRE2,,1.0,25,92925,SUCCESS,LLL,trajectories/legacy_pre2_s4_site_rows.json,48
legacy-pre2,PRE2,,1.0,31,93147,SUCCESS,LLL,trajectories/legacy_pre2_s4_site_rows.json,49
legacy-pre2,PRE2,,1.0,33,93221,SUCCESS,LLL,trajectories/legacy_pre2_s4_site_rows.json,50
legacy-pre2,PRE2,,1.0,36,93332,SUCCESS,LLL,trajectories/legacy_pre2_s4_site_rows.json,51
legacy-pre2,PRE2,,1.0,42,93554,SUCCESS,LLL,trajectories/legacy_pre2_s4_site_rows.json,52
legacy-pre2,PRE2,,1.0,47,93739,SUCCESS,LLR,trajectories/legacy_pre2_s4_site_rows.json,53
legacy-s4,S4,,0.1,1,92037,SUCCESS,LRL,trajectories/legacy_pre2_s4_site_rows.json,0
legacy-s4,S4,,0.1,3,92111,SUCCESS,RLR,trajectories/legacy_pre2_s4_site_rows.json,1
legacy-s4,S4,,0.1,4,92148,SUCCESS,RRL,trajectories/legacy_pre2_s4_site_rows.json,2
legacy-s4,S4,,0.1,5,92185,SUCCESS,RRL,trajectories/legacy_pre2_s4_site_rows.json,3
legacy-s4,S4,,0.1,7,92259,SUCCESS,,trajectories/legacy_pre2_s4_site_rows.json,4
legacy-s4,S4,,0.1,13,92481,SUCCESS,,trajectories/legacy_pre2_s4_site_rows.json,5
legacy-s4,S4,,0.1,15,92555,SUCCESS,RRR,trajectories/legacy_pre2_s4_site_rows.json,6
legacy-s4,S4,,0.1,16,92592,SUCCESS,RRL,trajectories/legacy_pre2_s4_site_rows.json,7
legacy-s4,S4,,0.1,18,92666,SUCCESS,LRL,trajectories/legacy_pre2_s4_site_rows.json,8
legacy-s4,S4,,0.1,20,92740,SUCCESS,RRR,trajectories/legacy_pre2_s4_site_rows.json,9
legacy-s4,S4,,0.1,24,92888,SUCCESS,LLR,trajectories/legacy_pre2_s4_site_rows.json,10
legacy-s4,S4,,0.1,25,92925,SUCCESS,,trajectories/legacy_pre2_s4_site_rows.json,11
legacy-s4,S4,,0.1,30,93110,SUCCESS,LLR,trajectories/legacy_pre2_s4_site_rows.json,12
legacy-s4,S4,,0.1,32,93184,SUCCESS,RRL,trajectories/legacy_pre2_s4_site_rows.json,13
legacy-s4,S4,,0.1,33,93221,SUCCESS,RLR,trajectories/legacy_pre2_s4_site_rows.json,14
legacy-s4,S4,,0.1,35,93295,SUCCESS,RRL,trajectories/legacy_pre2_s4_site_rows.json,15
legacy-s4,S4,,0.1,38,93406,SUCCESS,LLL,trajectories/legacy_pre2_s4_site_rows.json,16
legacy-s4,S4,,0.1,39,93443,SUCCESS,LLL,trajectories/legacy_pre2_s4_site_rows.json,17
legacy-s4,S4,,0.1,40,93480,SUCCESS,LLL,trajectories/legacy_pre2_s4_site_rows.json,18
legacy-s4,S4,,0.1,42,93554,SUCCESS,RRR,trajectories/legacy_pre2_s4_site_rows.json,19
legacy-s4,S4,,0.1,49,93813,SUCCESS,RRR,trajectories/legacy_pre2_s4_site_rows.json,20
legacy-s4,S4,,0.3,0,92000,SUCCESS,LLL,trajectories/legacy_pre2_s4_site_rows.json,21
legacy-s4,S4,,0.3,4,92148,SUCCESS,RRR,trajectories/legacy_pre2_s4_site_rows.json,22
legacy-s4,S4,,0.3,5,92185,SUCCESS,RRL,trajectories/legacy_pre2_s4_site_rows.json,23
legacy-s4,S4,,0.3,8,92296,SUCCESS,LRL,trajectories/legacy_pre2_s4_site_rows.json,24
legacy-s4,S4,,0.3,14,92518,SUCCESS,RRL,trajectories/legacy_pre2_s4_site_rows.json,25
legacy-s4,S4,,0.3,25,92925,SUCCESS,LLL,trajectories/legacy_pre2_s4_site_rows.json,26
legacy-s4,S4,,0.3,27,92999,SUCCESS,RLL,trajectories/legacy_pre2_s4_site_rows.json,27
legacy-s4,S4,,0.3,30,93110,SUCCESS,RLR,trajectories/legacy_pre2_s4_site_rows.json,28
legacy-s4,S4,,0.3,31,93147,SUCCESS,RRR,trajectories/legacy_pre2_s4_site_rows.json,29
legacy-s4,S4,,0.3,32,93184,SUCCESS,LLL,trajectories/legacy_pre2_s4_site_rows.json,30
legacy-s4,S4,,0.3,38,93406,SUCCESS,LLR,trajectories/legacy_pre2_s4_site_rows.json,31
legacy-s4,S4,,0.3,39,93443,SUCCESS,RRL,trajectories/legacy_pre2_s4_site_rows.json,32
legacy-s4,S4,,0.3,44,93628,SUCCESS,RRL,trajectories/legacy_pre2_s4_site_rows.json,33
legacy-s4,S4,,0.3,47,93739,SUCCESS,LLL,trajectories/legacy_pre2_s4_site_rows.json,34
legacy-s4,S4,,0.3,49,93813,SUCCESS,LLL,trajectories/legacy_pre2_s4_site_rows.json,35
legacy-s4,S4,,0.5,1,92037,SUCCESS,RLR,trajectories/legacy_pre2_s4_site_rows.json,36
legacy-s4,S4,,0.5,3,92111,SUCCESS,RRL,trajectories/legacy_pre2_s4_site_rows.json,37
legacy-s4,S4,,0.5,4,92148,SUCCESS,RRR,trajectories/legacy_pre2_s4_site_rows.json,38
legacy-s4,S4,,0.5,8,92296,SUCCESS,LLL,trajectories/legacy_pre2_s4_site_rows.json,39
legacy-s4,S4,,0.5,11,92407,SUCCESS,,trajectories/legacy_pre2_s4_site_rows.json,40
legacy-s4,S4,,0.5,12,92444,SUCCESS,RRL,trajectories/legacy_pre2_s4_site_rows.json,41
legacy-s4,S4,,0.5,13,92481,SUCCESS,RRL,trajectories/legacy_pre2_s4_site_rows.json,42
legacy-s4,S4,,0.5,15,92555,SUCCESS,RRL,trajectories/legacy_pre2_s4_site_rows.json,43
legacy-s4,S4,,0.5,16,92592,SUCCESS,,trajectories/legacy_pre2_s4_site_rows.json,44
legacy-s4,S4,,0.5,18,92666,SUCCESS,LLL,trajectories/legacy_pre2_s4_site_rows.json,45
legacy-s4,S4,,0.5,19,92703,SUCCESS,LLR,trajectories/legacy_pre2_s4_site_rows.json,46
legacy-s4,S4,,0.5,20,92740,SUCCESS,RRR,trajectories/legacy_pre2_s4_site_rows.json,47
legacy-s4,S4,,0.5,21,92777,SUCCESS,RRL,trajectories/legacy_pre2_s4_site_rows.json,48
legacy-s4,S4,,0.5,22,92814,SUCCESS,RRR,trajectories/legacy_pre2_s4_site_rows.json,49
legacy-s4,S4,,0.5,26,92962,SUCCESS,LRR,trajectories/legacy_pre2_s4_site_rows.json,50
legacy-s4,S4,,0.5,31,93147,SUCCESS,RRR,trajectories/legacy_pre2_s4_site_rows.json,51
legacy-s4,S4,,0.5,32,93184,SUCCESS,RLR,trajectories/legacy_pre2_s4_site_rows.json,52
legacy-s4,S4,,0.5,34,93258,SUCCESS,RRL,trajectories/legacy_pre2_s4_site_rows.json,53
legacy-s4,S4,,0.5,36,93332,SUCCESS,RRL,trajectories/legacy_pre2_s4_site_rows.json,54
legacy-s4,S4,,0.5,37,93369,SUCCESS,RRL,trajectories/legacy_pre2_s4_site_rows.json,55
legacy-s4,S4,,0.5,39,93443,SUCCESS,,trajectories/legacy_pre2_s4_site_rows.json,56
legacy-s4,S4,,0.5,43,93591,SUCCESS,LRR,trajectories/legacy_pre2_s4_site_rows.json,57
legacy-s4,S4,,0.5,48,93776,SUCCESS,RLR,trajectories/legacy_pre2_s4_site_rows.json,58
legacy-s4,S4,,0.5,49,93813,SUCCESS,LLL,trajectories/legacy_pre2_s4_site_rows.json,59
legacy-s4,S4,,1.0,0,92000,SUCCESS,LLR,trajectories/legacy_pre2_s4_site_rows.json,60
legacy-s4,S4,,1.0,3,92111,SUCCESS,RRL,trajectories/legacy_pre2_s4_site_rows.json,61
legacy-s4,S4,,1.0,5,92185,SUCCESS,RRL,trajectories/legacy_pre2_s4_site_rows.json,62
legacy-s4,S4,,1.0,7,92259,SUCCESS,RRL,trajectories/legacy_pre2_s4_site_rows.json,63
legacy-s4,S4,,1.0,16,92592,SUCCESS,LLL,trajectories/legacy_pre2_s4_site_rows.json,64
legacy-s4,S4,,1.0,21,92777,SUCCESS,LLL,trajectories/legacy_pre2_s4_site_rows.json,65
legacy-s4,S4,,1.0,23,92851,SUCCESS,RRL,trajectories/legacy_pre2_s4_site_rows.json,66
legacy-s4,S4,,1.0,25,92925,SUCCESS,LLR,trajectories/legacy_pre2_s4_site_rows.json,67
legacy-s4,S4,,1.0,32,93184,SUCCESS,RLR,trajectories/legacy_pre2_s4_site_rows.json,68
legacy-s4,S4,,1.0,33,93221,SUCCESS,LRL,trajectories/legacy_pre2_s4_site_rows.json,69
legacy-s4,S4,,1.0,37,93369,SUCCESS,LLR,trajectories/legacy_pre2_s4_site_rows.json,70
legacy-s4,S4,,1.0,44,93628,SUCCESS,RRL,trajectories/legacy_pre2_s4_site_rows.json,71
legacy-s4,S4,,1.0,45,93665,SUCCESS,,trajectories/legacy_pre2_s4_site_rows.json,72
legacy-s4,S4,,1.0,46,93702,SUCCESS,RRL,trajectories/legacy_pre2_s4_site_rows.json,73
legacy-s4-distinct,S4,,0.3,8,92296,SUCCESS,LRL,trajectories/legacy_pre2_s4_site_rows.json,0
legacy-s4-distinct,S4,,0.3,27,92999,SUCCESS,RLL,trajectories/legacy_pre2_s4_site_rows.json,1
legacy-s4-distinct,S4,,0.5,13,92481,SUCCESS,RRL,trajectories/legacy_pre2_s4_site_rows.json,2
legacy-s4-distinct,S4,,0.5,22,92814,SUCCESS,RRR,trajectories/legacy_pre2_s4_site_rows.json,3
legacy-s4-distinct,S4,,0.5,43,93591,SUCCESS,LRR,trajectories/legacy_pre2_s4_site_rows.json,4
legacy-s4-distinct,S4,,0.5,48,93776,SUCCESS,RLR,trajectories/legacy_pre2_s4_site_rows.json,5
legacy-s4-distinct,S4,,1.0,16,92592,SUCCESS,LLL,trajectories/legacy_pre2_s4_site_rows.json,6
legacy-s4-distinct,S4,,1.0,37,93369,SUCCESS,LLR,trajectories/legacy_pre2_s4_site_rows.json,7
